Height,Weight,BodyFat,ExerciseWeight
175.3,96,17.6,102.5
177.4,74.3,17.2,67.5
174.4,52.8,22.1,25
199.5,81.2,11.2,102.5
184.5,102.9,12.2,127.5
184.9,98.7,23.5,110
186.4,68.5,25.9,57.5
172.9,97.1,12.3,107.5
189.1,87.2,28.7,90
190.7,115.7,15.3,150
165.3,76.7,20,60
178.4,70.1,25.8,55
180.8,86.6,17.9,90
181.5,82.1,24.1,77.5
196.5,55,17.2,52.5
180.1,85.3,19.1,87.5
187.2,99.9,22.8,115
191.8,87,15.3,102.5
182.6,91.6,16.2,102.5
200,50,19.3,45
190.2,56.6,14.4,50
183.3,78.4,19.7,77.5
167.3,68.8,19.5,47.5
178.6,97.7,22.2,105
197.6,68,18.1,72.5
188.9,93.9,24.8,105
184.9,86.6,30,85
170.1,50,19.9,20
189.8,50.2,14.1,40
181.9,98.8,11.6,117.5
188,78.8,18.1,82.5
173.7,75.4,18.4,65
172.2,85.9,21.3,80
172.6,84.1,26.4,72.5
187.8,98.5,19.2,115
187.8,96.3,21.7,110
185.1,100.8,18.5,117.5
182.3,92.9,30,92.5
166,86.9,19.3,77.5
167.2,88.9,16.5,85
183.9,54.2,18.9,37.5
163.7,86,15.1,77.5
192.5,66.4,21.8,62.5
172.7,50.8,22.8,20
189.2,100.8,24.1,117.5
174.9,74,11.3,70
185.4,53,17.4,37.5
183.8,89.3,10,105
172.4,50,20.1,20
170.1,62.4,18.6,40
190.5,98.8,16.6,120
181.2,61.9,17,50
174,50,18.5,22.5
187.7,101.4,12.8,127.5
186,85,22,90
179,64,22.5,47.5
187.7,71.9,16.9,72.5
174.5,78.5,23.3,67.5
165.5,99.7,19.4,100
182.8,66,18.7,57.5
183.5,94,19.6,105
180.2,67.5,11.7,62.5
206.1,94.9,20.8,125
170.9,55.4,14.7,32.5
185.2,79.1,26.4,75
180.2,66.3,26.9,47.5
206.4,50.9,26.2,45
193.2,122.5,18.1,150
183.3,93.2,20.2,102.5
186.6,101.9,20.1,120
182.4,105.1,23.7,120
165.1,67.4,25.8,37.5
186.3,88.7,24.6,92.5
163.6,113.1,21.8,117.5
167.3,50,23.5,20
190.4,79,25.1,80
192.5,110.6,14.5,145
183.3,69.2,28,55
178.3,103.5,20.4,115
185.5,69.2,18.6,65
178.9,71.3,11.7,67.5
182.2,78.1,18.9,77.5
189.3,70.6,21,67.5
183,66.5,20.5,57.5
174.5,91.5,29.5,85
188.8,102.2,19.2,122.5
193.8,78.2,19.2,87.5
188.3,50,20.4,32.5
167.8,58.9,23.7,27.5
185.9,80.2,14.9,87.5
172.1,78.9,26.3,62.5
162.5,50,23.9,20
183.7,50,12.9,35
201.6,111.7,21.2,147.5
188.7,80.6,24.6,82.5
174.2,103.5,16.5,115
181.8,124.4,25.7,150
186.9,55.6,12.2,47.5
173.7,90.3,21.6,87.5
177.5,98.4,22.9,105
181.4,91.2,22.7,95
165.5,79.8,20.2,65
179.1,50.2,23,22.5
179.9,53.8,29.6,25
167.7,50,19.4,20
171.7,89.3,25.6,82.5
176.4,62.3,19,45
171.3,84.2,24.5,72.5
172.7,52.7,10,32.5
173.4,69,14.7,57.5
186.5,72.2,14.8,75
180.9,68.2,18.6,60
166.6,50,17.5,20
160.8,79.7,23.4,57.5
178.7,81.6,13.7,85
188.9,118.1,21.6,147.5
161.2,56.3,13.7,27.5
173.1,84.2,21.7,77.5
171.2,83.7,19.9,75
155.8,89.3,16.3,75
176.5,86.4,25.3,80
190.3,105.1,29.3,120
159.7,76.5,24.3,50
177.8,57.2,18.1,37.5
173.1,89.7,22.7,85
184.6,133.1,16.1,150
177.1,78.8,16.6,75
191,86,11.1,105
175.3,57.8,23.6,32.5
169.5,71.6,16,57.5
197.3,80.1,18.9,92.5
173.3,87.7,10,92.5
178.7,68.8,20.5,57.5
201.3,86.4,22.9,105
189.7,72.7,21.5,72.5
188.4,89.5,18.4,102.5
174,69,22.5,52.5
187.3,60.5,19.9,50
190.3,90.6,21.6,102.5
167.3,59,16.8,32.5
189.8,85.6,22.8,92.5
178.8,63.4,19.6,47.5
177.4,77.1,28,62.5
180.4,88.8,21.6,92.5
174.7,100.2,20.3,107.5
171,82.7,17,77.5
178.9,93.5,19.8,100
188.1,87.8,16.6,100
177,132,24.1,150
187.4,96.9,21.9,110
178.5,97,26.1,100
164.5,88.3,21.7,77.5
193.4,108.4,10.2,145
189.1,88.6,22.8,97.5
168.5,88.4,18.6,82.5
168.2,50.6,13.5,22.5
180.5,85.4,18.2,87.5
170.2,96.8,19.8,97.5
171.5,75.9,11.4,70
195.4,62.6,12.3,67.5
181.4,92.6,20.9,100
191.4,85.8,15.4,100
203.5,90.1,17.9,117.5
179.2,64.8,25.6,45
185.6,84,17.7,90
178.3,63.5,10,57.5
182.6,104,19.5,120
184.6,91.1,24,97.5
174.1,62.7,15.6,47.5
179.3,113.5,17,137.5
167.5,90.4,23.5,82.5
162.2,78.6,17.4,62.5
169.5,55.7,22.2,25
194.2,80,14.6,95
183.9,71.7,18.9,67.5
180.8,111.9,19.1,132.5
182.8,50,18.9,30
186,99,18.1,117.5
192.9,68.5,11.9,75
177.3,84.2,15.5,85
186.8,98.2,20.4,112.5
179.1,75.9,22.5,67.5
181.5,62.3,21.7,47.5
158.4,73.4,13.2,52.5
183.4,64.6,26.5,47.5
175.9,75.3,17.7,67.5
183.2,61.5,21,47.5
181.5,79.8,19.7,77.5
193,50,16,40
179.4,131.3,28.2,150
186.5,67.6,20.2,62.5
185.4,80.1,21.7,80
177.5,77.3,22,70
170,56.7,18.8,30
182.4,94,25.6,97.5
163.3,69.3,18.2,47.5
184.3,77.5,26.7,70
184.2,84.9,14.1,95
196.6,111.9,21.7,145
178.4,110.2,28.8,120
169.9,97.9,25.6,95
172.5,86.2,19.3,82.5
183.9,74.8,22.7,70
176.7,78.7,17.6,75
180.7,103,14.1,122.5
177.7,95.1,15.5,105
180.1,50,22.6,25
167.2,58.7,16.9,32.5
165.3,97.2,25.7,90
190.4,61.9,20.4,55
178.5,100.2,19.7,110
182.5,59.8,29.4,37.5
168.3,116.9,16.3,132.5
185,64.3,16.3,57.5
177.3,50,27.3,20
187.7,113.2,25.3,135
185.4,77.1,17.4,80
181.1,83.5,21.9,82.5
180.4,129.7,23.5,150
158.9,76.3,19.8,52.5
179,72.7,23,62.5
181.7,50,30,20
174.8,63.6,28.1,37.5
164.6,51.7,22.5,20
182.9,65.9,20.9,55
174.5,79.2,17.6,72.5
184,118.4,30,137.5
174.3,74.5,21.4,62.5
174.2,50,20.7,20
175.3,76,15.4,70
180.8,90.5,21.2,95
184.4,50,20.8,30
179.4,66.9,13.4,60
187,75.8,21.2,75
186.5,70.9,17,70
177.9,93.7,14,105
189.3,77.2,21.4,80
170.2,79.7,20.9,67.5
184.2,104.1,29.6,112.5
173.1,50,16.6,22.5
187.9,64,16.3,60
168.5,82.8,26.5,67.5
180,62.1,20.4,47.5
188.2,83.2,12.3,97.5
158.5,64.4,22.8,30
172.9,50,14.3,25
178.7,66.3,20,52.5
189.1,75.8,22.5,75
187.3,84.9,15.3,95
165.6,92,21.9,85
174.8,115.2,19.2,132.5
187.1,70.5,23.4,65
198.1,99.2,16.4,127.5
168,100.9,27.2,97.5
194.9,86.4,24.1,97.5
166.9,102.3,22.1,102.5
197.2,56.7,20.4,52.5
162.4,74.6,22.2,52.5
183.1,97.3,17.5,112.5
164.3,69.1,20.2,45
173.1,88.2,19.9,85
169.8,96.6,23.7,95
184.4,54,10,45
197,96.1,18.3,120
197.2,79,24.5,87.5
185.7,105.7,18.5,127.5
187.2,79.8,27.4,77.5
180.7,121.1,17.1,150
176.6,86.1,20.7,85
175,111.1,24.7,122.5
187.1,104.8,10,135
193.2,99,17.3,122.5
182.7,62.9,23.7,47.5
186.4,100.6,25.2,112.5
170.4,81.3,21.1,70
176.8,101.1,14.7,115
166.3,82.8,13.2,75
186.8,93.9,21.1,105
172.1,85.8,18.7,82.5
169.9,62,24.3,35
166.1,102.5,25.6,100
178,78.1,26,67.5
180.7,63.8,27.8,45
178.5,70.6,13.9,65
185.4,68,14,67.5
187.1,50,13.5,37.5
173.3,52.4,21,25
166.7,81,24.1,65
166.6,100.3,11.7,107.5
174.4,84.2,23,77.5
177.1,83.2,13.5,85
187.7,84.4,19.6,92.5
195.1,80.6,19.4,92.5
179.7,78.9,20.5,75
175,62.6,17.8,45
186.2,75.5,25.2,70
180.4,129.8,30,150
182.8,70,24.1,60
186.4,100.7,15.9,122.5
175,84.9,18.1,82.5
185.9,109.8,17,135
186.5,66.8,22.5,57.5
164.6,51.6,18,20
167.4,74.3,18.4,57.5
192.8,53.4,16.8,45
186.4,114.4,17.9,142.5
184.1,101.6,21,117.5
183.2,50,20.9,27.5
191.8,104.8,16.5,132.5
175.4,64.3,21.9,45
184.1,81.6,21.8,82.5
165.2,92.7,20,87.5
192.7,55,18,47.5
172,94.8,20,95
175.6,66,16.1,52.5
183.7,82.9,23.7,82.5
187.5,77.3,18.3,80
189.4,98.1,23.1,112.5
196.5,76.4,19.1,85
164.5,81.4,17,70
167.7,51.7,28.7,20
171,95,26,90
167.3,77.6,11.1,70
179.4,76.6,17.5,72.5
198.6,50,19.2,42.5
176.5,79.2,17.8,75
182.2,95.2,15,110
155.6,69.6,18.9,40
179.6,94.5,24.7,97.5
177.5,77.8,22.8,70
172.9,88.4,18.9,87.5
188.9,97.7,13.2,120
193.4,83.6,23.1,92.5
179.2,67.9,19.5,57.5
205.1,108.3,27.6,140
181,58.9,13.4,47.5
171.5,50,17.7,20
185,83.1,18.5,87.5
175.9,95.4,16.7,102.5
185.5,109.8,23.5,130
175.1,84.1,19.3,80
159.5,73.4,18.7,50
190.4,50,24.7,30
181.2,83.8,14,90
162.8,104.9,24.6,100
168.9,67.7,25.1,42.5
182.5,98,14.5,115
167.6,58,16.9,32.5
185.6,80.9,25.5,80
197.8,75.5,15.3,90
164,107.4,15.6,115
195.4,85.3,23.3,97.5
174.1,99.8,22.1,105
161.9,67.8,20.6,40
181.7,92.4,12,107.5
178.7,96.2,17,107.5
185.3,78.1,25.9,72.5
182.4,50,22.8,25
176.8,50.7,20.3,25
192.6,105.1,15.7,135
187.6,123.9,19.5,150
181.5,67.1,22.1,55
175.8,89.6,22.6,87.5
188.1,89,23.6,97.5
194.3,97.7,15.3,122.5
181.3,69.3,19,60
184.6,96.3,16.5,112.5
171.3,61.6,24.3,35
179.8,61.8,22.1,45
168.8,71.2,20.3,52.5
181.4,58.1,18.4,42.5
182.4,64.4,24.5,50
162.7,86.4,16.5,77.5
175,62.1,22.7,40
193,106.6,16.4,137.5
174.3,131.6,23.2,150
185.9,112.7,14.5,142.5
187.4,77.1,22.8,77.5
177.4,68,21.2,52.5
170.1,117.9,15,137.5
182.4,81.9,21.1,82.5
183.4,87.3,19.4,92.5
159.8,63.9,17.5,35
186.5,76.1,17,80
181,94,13.5,107.5
180.8,99.4,28,105
196.2,50,20.1,40
191.3,78.2,15.6,87.5
195.6,113.4,19.4,147.5
197.3,79.9,26.1,87.5
181,107.1,13.5,130
179.3,64.4,19.5,50
185.5,54.9,15.7,42.5
160.9,92,23,80
197.6,95.5,20.5,117.5
164.5,67.8,23.8,40
167.8,99.5,24,97.5
178.2,53.6,23,27.5
153.1,63.9,25,22.5
181.7,79.9,16.4,82.5
186,115.5,15.6,147.5
180.6,67.7,16.5,60
203.6,89.7,24.9,110
177.9,93.2,17.6,100
175.5,56.2,24,30
177.6,72,20.5,62.5
184.7,92.5,16.1,105
173.7,88.5,19.8,87.5
181.2,98.2,29.2,102.5
182.1,80.6,22.1,77.5
193.4,62.7,19.6,60
192.8,119.5,25.3,150
175.5,99.2,16.6,110
174.2,90.5,24.4,87.5
194.1,82,22.8,90
165.1,98.9,21.7,95
175,61.3,24.2,37.5
189.8,73.7,22.4,72.5
169.2,111.5,18.2,122.5
177.2,97.7,18.3,107.5
184.4,105.9,13.8,130
178.8,50,19.7,25
181.8,62.9,21.9,47.5
187.4,130.8,18.7,150
176.3,61.8,21.6,42.5
172.8,78.6,27.4,62.5
175,102.2,25.9,105
182.1,103.9,21.9,117.5
187.2,82.1,16.5,90
195.9,65.8,27.5,60
180.9,77.6,27.5,67.5
173.1,77,24,62.5
160,135,21,150
175.7,107.3,20.4,120
168.3,85.1,30,67.5
191.3,64.2,26.1,55
184.2,50,22.2,27.5
156.9,78.8,18.9,57.5
185.9,72.4,20.1,70
177,75.7,19,67.5
197.1,76.5,18.7,87.5
168.4,88.6,30,72.5
158.7,103.2,18.9,100
176.7,117,13.6,142.5
192.6,103,18.7,127.5
172.9,88.8,15.4,90
197.6,112.9,22.8,145
173.5,97.3,24,97.5
196.5,58.3,24.8,50
170.5,65.4,15.5,47.5
171.7,65.5,19.6,45
173.5,103.1,24.1,107.5
176.9,66.2,25.7,47.5
163.9,75.1,16.4,57.5
169.3,93.3,17.4,92.5
180.4,76.8,18.9,72.5
169,61,22.5,32.5
190.5,92.7,24.5,105
194.1,62.5,18.6,60
176.1,73.5,25.1,57.5
182.9,70.9,14.9,67.5
193.5,56.4,11.3,55
185,79.8,29.6,72.5
179.8,72.7,21.2,65
191.6,94.1,27.1,105
197.7,62.8,12.7,70
172.2,63.8,25,40
188.2,50.3,27.5,27.5
173.9,68.6,19.2,52.5
199.3,81.3,14.8,100
172.7,52.1,21.5,22.5
189.6,70.1,18.3,70
184.9,60.3,20.9,47.5
185,124.2,13.8,150
178.1,97.4,17.4,107.5
186.5,77.4,25.2,75
173.9,75.5,17.4,67.5
166,72.4,10,60
177.5,76.1,15.9,72.5
180,70.6,23.8,57.5
176.1,106.6,22.5,117.5
182.6,69.3,18.9,62.5
177.3,98.1,20.5,105
164.3,113.6,13.4,127.5
183.3,81.3,18.2,85
212,98.2,21.6,135
186.2,67.7,21.6,60
188,90.6,19.6,102.5
181.2,82.8,14.9,87.5
181.2,64.1,16.5,55
179.9,72,24.5,60
178.5,65.6,24.1,47.5
180.6,83.8,18.3,85
180.1,73.9,18.5,67.5
187.5,68.8,12.7,70
182.3,85.6,22.2,87.5
185.9,58,26.7,40
169.8,56.3,21.9,27.5
181.5,82.8,24,80
189.9,83.5,16.2,95
178.8,56.2,17.7,37.5
158,115.3,14.6,122.5
176.3,96.8,10,112.5
188.3,78,11.9,87.5
187.5,50,19.8,32.5
167.9,75.1,18.8,60
182.7,68,17.6,62.5
193.5,68.3,14.2,75
199.4,91.3,15.2,117.5
178.1,75.4,23.8,65
174.2,68.4,26.6,47.5
191.1,62.7,21.6,55
174.3,83,17.6,80
186,63.7,23.1,52.5
197.5,64.8,21.7,65
172.5,52.7,20.3,25
183.4,50,25.1,25
161.8,50,19.8,20
184.7,70.9,15.4,70
163.6,72.4,13.8,55
185.2,74.7,12.1,80
183.1,65,25.8,50
176.3,63,25.5,40
197.8,72.6,23.8,77.5
197.8,81.1,17,97.5
187.3,79.5,14.4,87.5
174.5,78.5,27.9,62.5
168.9,80.7,18.2,70
168,50,19.4,20
179.1,73.8,10.1,75
175,81.9,27.4,70
177.8,86.1,21.2,85
153.7,67.9,15.4,37.5
172.6,53.5,16.1,30
175,99.7,24.6,102.5
160.8,85.2,29.1,62.5
175.2,68.5,23.6,50
166.9,84.4,17,75
173.7,142.6,26.6,150
171.4,77.2,23.8,62.5
164.7,65.6,24.1,37.5
192.1,78.1,23,82.5
193.5,54.6,18.1,47.5
169.7,83.8,17.9,77.5
182.5,98.2,12.8,117.5
168.1,88.8,20.4,82.5
167.2,68.7,13.3,52.5
178.7,50,25,20
180.1,106.8,17.8,125
168.4,70.1,25.2,45
181.7,77.2,25.9,70
171.6,69.3,22.2,50
178.9,50,16.6,27.5
175.4,95.7,30,92.5
168.3,50,17.1,20
202.7,59.1,22.2,60
184.4,80.1,19.9,82.5
188.7,102.2,20.9,122.5
173.6,61.2,22.1,37.5
190.1,104.2,20.6,127.5
185.4,92.8,25,100
193,103.4,19.1,130
176.6,98.6,14.9,110
187.4,70.1,18.2,67.5
180.7,50,19.5,27.5
185.3,75,25.3,70
195.8,86.4,21.9,100
172.1,51.7,23.4,20
155.7,116.6,10.4,127.5
179,82.4,22.8,77.5
184.4,95.4,14,112.5
177.9,65.1,19.4,50
171.9,82.1,13.7,80
168.5,60.7,24.2,30
175.8,50,14.5,27.5
178.1,77.7,19.4,72.5
164.3,50,12,20
187.1,119.2,29.1,142.5
176,96.6,22.2,100
182,82.8,17.4,85
169.9,50,24.9,20
172.5,93.8,26.4,90
176.5,76.3,15.9,72.5
185.5,87.1,19.9,95
166.9,99.5,30,90
184.5,67,10.8,67.5
192.6,62.1,15.7,62.5
166.7,59.8,24.7,27.5
202.7,81.6,19.6,100
160.3,67.6,19.8,40
178.6,93.7,19.3,100
200.5,83.4,25.3,95
186.8,62.9,17.3,57.5
168.1,75.9,25.1,55
180.1,88.2,16.3,95
185.5,100.7,22,115
185,50,14.6,35
175,80.9,20.9,75
187.6,70.9,21.6,67.5
187.5,55.6,22.1,40
189.9,96.4,25.2,110
190.5,87.2,30,90
174.8,74.6,16,67.5
195.9,78.6,15.4,92.5
191.9,84.9,15.8,100
168.1,107.6,17.1,117.5
173.1,103.1,27.1,105
177.2,61.4,19.7,42.5
183.4,90.5,17.4,100
176,98.1,28.9,97.5
180.1,55.7,20.8,35
178.4,85,11.9,92.5
175.4,50,25,20
194,94.1,12,120
182.4,54.6,19.2,37.5
180.1,90.1,26.4,90
171.2,56.7,25.9,25
184.6,78.1,26.1,72.5
179,105,20.6,117.5
169.9,88.9,17.6,85
166.5,113.8,24.1,120
171.4,73.5,27.2,52.5
188.1,92.4,30,97.5
169.4,87.2,23.1,77.5
178.9,112.7,20.8,132.5
184.3,68.7,25.3,57.5
171.8,66.6,26.3,42.5
198.1,50,11.1,50
164.2,50,28.7,20
179.7,98.6,28.9,100
176.8,64.1,20.8,47.5
185.3,77.2,17.7,80
165.3,58.1,30,20
185.9,106.5,19.9,127.5
171.3,50,21.4,20
183.7,68,26.2,55
184.5,55.6,24.5,35
186,61.8,26.9,45
168.5,88.6,19.3,82.5
179.4,80.5,12.3,85
179.3,70.9,19,62.5
173.5,50,20.5,20
199.4,63.3,16,70
160,95.2,16.3,90
175.3,81.6,20.4,75
173.2,66,14.1,52.5
159.9,62.1,22.1,27.5
178,74.6,28.4,60
180.1,84.4,16.8,87.5
188.6,62.5,13.1,60
185.5,69.9,29.4,57.5
185,50,30,22.5
188.8,124.7,18.4,150
175,53.1,20.8,27.5
177.5,110.5,22.5,125
187.7,72.3,21.3,70
175.6,82.5,18.8,80
187.6,76.5,27.5,72.5
170.1,101.6,19.7,105
171,122.1,20.5,140
177.6,98.3,20.5,105
185.6,69.7,18.6,65
174.2,68.9,20.3,52.5
180.4,83.9,17,87.5
185.5,84.6,23.1,87.5
184.5,81.1,21.3,82.5
200.1,50,23,40
185.6,74,19.3,72.5
175.7,56.5,10.4,42.5
176.1,113.5,21.8,130
186.1,86.6,18.9,95
176.5,50,22.2,22.5
179.5,59,25.9,35
188,110.5,15.7,140
179.7,93.9,14.5,105
178.1,50.1,14.6,30
177.3,79.2,23,70
174.1,81.2,30,65
184.5,50.3,16.3,35
184.7,93.3,17.9,105
193.8,70.4,17,75
183.7,68.1,16.2,62.5
200.6,111,30,140
175,85.7,17.8,85
202.6,86,17.8,107.5
188.2,95.7,22,110
183.8,101.9,19.5,117.5
181.3,101.5,20.8,115
172.5,66.5,16,52.5
173.1,86.6,17.2,85
164.9,70.8,23.1,45
171.4,117.7,21,132.5
176.7,81,28.3,70
177.3,92.2,19.8,95
187.4,61.8,24.5,50
186.4,75,25.4,70
191.9,111.6,15.6,145
176.3,91.4,17.1,95
180.3,79.8,13.4,82.5
181.9,100.9,15.8,117.5
158.7,132.4,17.2,150
179.4,93.8,28.5,92.5
178.4,81,25.2,72.5
196,97.5,25.3,115
183.8,72.8,24.7,65
171.1,108.9,26.1,112.5
181.6,80.6,19.9,80
189.7,71.1,19.1,70
175.7,81.1,17.1,77.5
187.6,81.5,14.8,90
170.1,102.7,21.4,107.5
179.8,50,27.8,20
161.3,93.8,20.1,85
193.3,97.8,14.2,125
177.1,95.6,23.3,97.5
184.1,106.5,21.4,125
173.2,81,22.5,70
174.9,130,15.7,150
161.1,50,21.4,20
179.2,50,23.6,22.5
175.4,106.8,16.5,122.5
194.4,89.6,15.8,110
189.5,79.7,22.3,82.5
170.9,77.6,21,65
174.4,59.5,17.7,40
168.7,72.3,23.8,52.5
190.3,88.4,19.4,100
166.5,58.3,23.6,25
183.4,55.6,27.2,32.5
187.1,68.4,20.8,62.5
175.3,63.9,25.2,42.5
163.5,58.5,23.1,25
188.1,77.7,26.2,75
197.2,94.5,14.5,122.5
179.4,84.1,15.5,87.5
183.9,81.4,12.8,90
167.9,75.9,25.1,55
179.8,57.1,20,37.5
192.7,89.9,10.6,112.5
156.4,50.8,16,20
179.1,83.1,25.3,77.5
173.9,90.3,21.7,87.5
194.4,107.7,10,145
177.1,86.6,28.4,80
182.5,50,20.1,27.5
194.7,50,25.7,35
179.7,96.1,14.1,110
193.5,73,23.7,75
180.6,61.7,22.9,45
187.1,92.6,14.6,110
193,50,16.8,40
177.3,57.7,18.8,37.5
176.1,120,25.7,137.5
192.3,99.5,24.4,117.5
168.2,75,23.9,55
164.3,69.4,19.9,45
182,118.8,19.3,145
196.6,80.5,30,85
194,53,16.4,47.5
182.4,115.5,19.3,140
186.9,95.3,21.9,107.5
164.6,55,20.3,22.5
159,70.8,16,47.5
171.1,50,12.3,25
190.9,78.6,25,80
171.1,92,14.5,95
156.2,61.4,26.9,20
177.7,55.1,16.9,35
185.7,92.2,18.5,105
191.9,76.8,11.5,90
201,80.7,29.1,87.5
169.9,74.8,19.6,60
177.3,93.7,28.8,90
191.4,86.7,16.4,102.5
176.8,109.5,14.5,130
163.1,92.2,11.9,90
170.9,102,14.5,112.5
170,50,30,20
183,92.4,22.8,97.5
184.7,66.9,28.4,52.5
176.1,84.5,14,87.5
189.7,84.5,22.3,92.5
181.7,82.6,24.5,80
175.3,101.6,21.1,110
180.8,50,16.6,30
167.9,84.5,29.2,67.5
170.3,72.1,13.2,62.5
165.1,96.7,15,97.5
185.5,67.9,15,65
166.7,114.3,26.2,120
181,94.1,17.1,105
183.2,115.8,19.4,142.5
179.1,84.7,17.1,87.5
172.1,103.8,21.4,110
175.9,98.6,14.5,110
181.3,68.9,24.8,55
173.9,97.1,14.6,105
175.2,88,16.5,90
179.9,81.1,21.5,77.5
173.7,61.7,12.3,47.5
173.6,86,30,72.5
189.6,71.1,17.4,72.5
200.9,97.9,25.3,120
196.4,97.3,22.8,117.5
179.2,103.4,21.4,115
184.2,76,22,72.5
185.6,75.5,16.4,77.5
191.5,81.3,12.9,95
170.9,77.7,22.9,62.5
166.7,64,20.6,37.5
173,58,15.4,37.5
188.4,67.6,24.9,60
179.9,101.6,18.6,115
181,54.1,14.5,40
159.6,101.2,20.6,95
174.3,91.6,25.5,87.5
182.1,89.2,25,90
181.8,90.2,23.1,92.5
178.9,77.5,19.3,72.5
178.6,73.3,17.8,67.5
174.3,127.4,21.1,150
169.1,74.6,22.2,57.5
184.7,60.4,26.2,42.5
193.5,129.4,23.1,150
189.6,50,30,25
181.7,112.7,23.7,130
173.9,123.4,18.8,147.5
161.6,115.2,18.7,122.5
181,106,25.5,117.5
169.4,72.8,17,57.5
162.5,105.8,25,102.5
193.8,80.8,22.4,87.5
180.1,101.5,10,122.5
183.3,62.3,15.6,55
177.7,106.6,19.9,120
175.7,93.2,25.4,92.5
176,88.1,21,87.5
172.2,80.2,15.2,75
191.6,107.9,14.1,140
172.1,62.5,18.1,42.5
166.8,104,18.3,107.5
185.3,75.9,21.1,75
175,73.8,20.4,62.5
164,77.9,16.7,62.5
186.4,92.8,18.4,105
168.9,88.9,17.2,85
190.3,96.3,21,112.5
180.3,88.2,19.8,92.5
174.7,95.9,11.3,107.5
172.9,71.5,12.5,62.5
191.1,89.8,21.5,102.5
183.2,57.3,29,35
184.3,87.4,10,102.5
181.1,50,19.1,27.5
190,57.4,22.6,45
164.3,87.5,25.1,72.5
189.1,79.6,18.2,85
178.1,82.4,18.1,82.5
180.7,50,15.7,30
178.3,101.9,12.4,120
167,74.4,20.6,57.5
181.6,102.9,10,125
189.5,89.2,19.8,100
188.5,121.2,16.6,150
190.2,67.7,14.4,70
188.3,85.1,20.6,92.5
182.2,80.3,23,77.5
168.4,104.6,11.2,117.5
186.2,107.5,28.1,122.5
187.9,96.6,27.4,105
168.6,71.9,18.4,55
178.4,127.4,14.3,150
182.1,57.3,26.6,35
179.3,64.6,16.5,52.5
195.7,98.8,17.5,125
173.6,71.7,24.7,55
186,77.6,13.9,82.5
182.8,95.6,25.9,100
189.7,116.6,16.8,150
194,86.3,21.6,97.5
170.6,86.8,25.1,77.5
169.4,89.9,15.1,90
186.9,79.3,15.8,85
180.3,104.5,21.9,117.5
185.7,92.2,22,100
160.4,73.6,16.2,52.5
172.3,50,17.1,22.5
183.6,50,26.4,25
188,94.9,21,107.5
179.5,80.1,25.3,72.5
180.7,73.2,10,75
187.4,93,21.1,105
182.6,96.1,22.6,105
164,75.3,17.4,57.5
183.5,76.1,21.4,72.5
172.5,103.9,16.6,115
166.8,82,25.3,65
185.1,102,10,127.5
186.8,74,12.8,80
188.4,77.2,11.5,87.5
197.9,90.5,10,120
185,50,14.5,35
186.3,95.9,22.6,107.5
179.7,75.4,24.9,65
180.9,57.2,12.9,45
178.9,50,23.6,22.5
170.1,85.3,18.2,80
194,82.2,15.9,97.5
185.3,64.5,19.9,55
180.9,58,16.5,42.5
192.2,77.1,20,82.5
173.5,51.9,12.9,30
186.1,79.5,25.2,77.5
177.1,84.4,30,75
172.3,90.8,30,80
160,96.8,18.9,90
180,75.7,16.1,72.5
175.7,84.1,20.3,80
176.3,93.7,19.4,97.5
177.7,74.3,26.8,60
178.2,95.6,17.6,105
203.8,73.8,23.1,85
180.3,73,23.8,62.5
177.2,99,18.5,107.5
180.1,50,12.5,32.5
177.4,55.9,25.8,30
182,77.8,18.5,77.5
176.2,126.7,11.2,150
168.4,65.7,16.2,47.5
196.5,84,16.8,100
185.8,83.4,13,95
177.9,62.8,16.7,50
178.6,50,18.6,27.5
189.8,76.2,19.5,80
173.3,67.3,26.7,45
169.5,109.7,15.2,122.5
174.8,98,17.6,105
179.3,125.6,19.4,150
189.2,84.4,22.3,90
190.6,50,19.1,35
177.4,52.4,20.2,27.5
180.1,105.2,23.5,117.5
194.4,69.8,22.6,70
164.8,53.1,20.9,20
187.7,103.3,18.2,125
172.2,111.1,10,132.5
173.3,92.9,25.1,90
188.6,114.9,10,150
180.3,50.4,24.5,22.5
187.3,63.6,13.9,60
186.8,66.1,14.7,65
170.3,86.7,23.5,77.5
185.4,80.7,13.8,87.5
179.1,78.8,23.2,72.5
182.7,59.8,19.2,45
187.5,86,22.6,92.5
188.2,54.3,10.9,47.5
180.4,82,17.2,82.5
180.7,69.9,13,67.5
187.1,97.1,17.7,115
168.2,88.7,18.8,82.5
181.5,68.6,19.8,60
165.6,50,27.9,20
170.6,85.9,14.5,85
186.5,95.1,19,110
205.6,55.4,22.2,55
175.1,90.6,23.8,87.5
174.4,72.1,17.1,62.5
183.1,69,17.2,62.5
178.7,96.3,18.4,105
178.3,81.6,16.2,82.5
191.1,91.8,29.1,100
185.6,78.8,25.1,75
192.1,61.4,16.3,60
183.1,70.8,15.8,67.5
194.7,68.9,16.9,72.5
164.7,58.8,23.6,25
175.6,83.5,17.1,82.5
178.2,64.7,11.7,57.5
184.1,50,20.4,30
179.9,73.5,10,75
165.6,65.5,17.2,42.5
210.1,74.7,23.1,92.5
199.4,84.8,21.6,100
174.7,96.5,20.5,100
187.7,73,17.5,75
178.3,77.7,18.6,72.5
